Target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1.0,0.5261571934972885,0.5665296527749242,0.5531394265700987,0.518729038573411,0.45518162820220265,0.5373811514682629,0.4451941682637757,0.7090031952971741,0.7337752522705249,0.45482488054060183,0.6149657077362582,0.4873488093314924,0.5023197724336383,0.910100703307754,0.10148015657988464,0.2675262034250182,0.16273194863118784,0.6333391019921149,0.6626869442940473,0.7935826311117856,0.8860316283874298,0.655510237369751,0.4965319726723447,0.7249069543614514,0.29596565897230087
0.0,0.6082591431445009,0.22964062700562882,0.8680320927350834,0.5139876925143996,0.4382360439541382,0.30773662420415343,0.7675962465753812,0.45093496297460345,0.5689905094115296,0.11778854645269453,0.5993891186118527,0.5920213302486919,0.5889758408518425,0.9389854368745945,0.6774333690339812,0.38721142519894286,0.4412233142955118,0.6400663973918467,0.12142817735362316,0.6592215226073869,0.6586994558648189,0.26639980330534413,0.23543742666363546,0.32170950175248775,0.3994842853764783
2.0,0.5367868974370028,0.4602158947284545,0.7402910662896894,0.1901393195430371,0.43492866394102925,0.3712255113094222,0.6048892868628725,0.3811396987735699,0.513327231195738,0.38320949760473344,0.38304246981250006,0.388578378955235,0.5190570964704491,0.15137639481682452,0.2174517941666887,0.42891683709964784,0.6964455541507563,0.33937291116719837,0.6927745772461603,0.2040255411775964,0.8596890327569758,0.43347946211905425,0.613836518187713,0.592636568574936,0.5929540975596579
2.0,0.4395072695511432,0.5300356592967493,0.3897552793342241,0.4093805425660687,0.47314475445014026,0.4231314784859455,0.4740287003550048,0.4423452322667366,0.5308955197602122,0.4364894680721418,0.426408379087317,0.5476124432667151,0.48996958193112333,0.5777617779173913,0.8355800065958054,0.489860859948426,0.5568732762791279,0.4524715381403255,0.5250654312002182,0.3722400106408679,0.3003294771919119,0.3770580353666525,0.327838498510324,0.6973043527012236,0.34421046996614146
2.0,0.6495369572590043,0.33650004809289874,0.6656375015786513,0.9214877610295282,0.34848172404051436,0.5447058573115794,0.5720037992226101,0.5416427349463903,0.30091296764953795,0.8117745861550321,0.45031702529242323,0.7479627328343067,0.6214284022465614,0.30031963183999283,0.7979582714423676,0.4243068645527383,0.8042168131303777,0.5427341827998572,0.7891077324686123,0.6674699106257311,0.7087033330244858,0.47106668455079587,0.7636566086752515,0.6403546199134365,0.4444073930112296
0.0,0.5601540711262095,0.1936360332919401,0.3561195019723357,0.649316297755871,0.3596645053727472,0.563896397912963,0.43526834983844614,0.21589529756491682,0.36462698186882214,0.5642980604300281,0.5724014992925655,0.5824350424444131,0.6047135636379922,0.6493711577471787,0.4363100975528901,0.7805186266883231,0.3879405983355997,0.4417448811155097,0.8221285739031993,0.7834167785932024,0.6844139499458753,0.21184974245994154,0.7766166086347257,0.694464744944108,0.870269796069739
1.0,0.4950062240009269,0.5115736734722648,0.458063741026021,0.5303656582007348,0.4700539442348401,0.5186310996576236,0.7098921269135159,0.5012292940014438,0.42980952533474376,0.45954245745414274,0.4864314766192847,0.46297706686853063,0.5236056696136044,0.8371570735975462,0.8313906776437822,0.5382372307214424,0.2882384030358344,0.4687590689991854,0.5598864294220897,0.38771163324923313,0.5285804853082456,0.5052387502658868,0.4295199238896247,0.26933253332277807,0.5826943964671205
0.0,0.37742560720560914,0.4711166947200986,0.6638853931631914,0.655421894947004,0.3729767156444499,0.3884372016136902,0.5933137054134123,0.5266701567538696,0.46037301336718744,0.704027996485231,0.550642826748198,0.5922560037639749,0.49225075091585446,0.7199377366899501,0.33760459661301007,0.4307690329979512,0.3351474628217078,0.3541611156981287,0.7184376800099416,0.6724387119282351,0.4841336508583013,0.38581779537004146,0.460738619552821,0.16526520148874038,0.4925153561864864
1.0,0.429863188756974,0.5586050997814437,0.43050216793453855,0.24043887552641147,0.2817040451005284,0.3119391244313002,0.6448224132956284,0.4748208418093074,0.5346441362447127,0.6969116825903828,0.7033648081967567,0.34356508794876395,0.5412395439942769,0.2763023311833989,0.057369383680156046,0.6045741373946802,0.35845326618869316,0.4525040226734627,0.5547792986393429,0.7644207777906254,0.6099743236260685,0.6895068528210686,0.4428421976851913,0.743027946439372,0.3404584861428521
2.0,0.7455780706345793,0.5636025705248163,0.3783203095226872,0.8713969356087435,0.6299928852369394,0.3989758806236246,0.26143205082349175,0.48127302111637055,0.26906994352408936,0.3258855355152013,0.4356671872815951,0.46338036254172055,0.46916897010347786,0.2862868197790937,0.5789717359429885,0.7019906734507946,0.2516947864735207,0.4817899515227362,0.2555109795717555,0.6740470443647333,0.4279402429037115,0.48978415885381577,0.3344221476518847,0.23160112831116228,0.47498396116944164
